ID	6165	5665	6529	6930	6703	5821	6679	6627	6531	A1D6	6588	6463	6302	6164	3779	6855	6306	5255	A0X9	6626	5540	6295	5665	6650	6924	6920	6716	6532	6140	6536	6782	3660	6541	6747	2675	6927	6780	5796	6570	5860	5661	3663	5349	3511	6889	6677	4105	6805	4743	6746	5797	A0XD	6598	6650	6304	A1D7	6780	6674	6717	5861	6141	3655	6586	6534	6625	5666	3489	5403	A1D9	6854	5254	6601	6719	6928	6718	3496	6197	A1D4	5661	5913	6168	5537	6932	A1DB	A1D0	6169
hsa-let-7a-1	6590.852527	3726.606696	5258.484737	5037.359061	5259.365850	6627.931594	4761.900602	3383.108957	7818.702384	10815.479034	6400.805722	5388.863400	2434.474695	4667.788876	7813.381594	7274.061589	3073.337817	3497.663829	6430.617517	4021.706169	5801.230362	3950.122616	7336.732033	3648.071788	7001.368429	5019.901988	2701.593755	5061.158419	4824.023430	5445.160433	7595.863299	9239.753662	6892.702928	8338.362213	4232.837593	4981.444806	5858.796819	7834.277928	7712.697508	8201.439329	4515.581142	11657.541162	3344.692495	5663.236986	7027.804688	5938.446449	6289.274872	6690.417908	7571.429457	21550.947252	5919.925424	7726.209946	5802.393952	4713.452664	3518.502917	5261.838393	3404.161445	4272.356377	5502.634683	9794.021002	6391.810315	6647.444332	5357.349454	8914.526495	3695.072745	11534.409444	12556.282735	7583.823157	6775.693152	4716.727270	12738.189149	6698.226556	6100.687095	5843.361914	6197.780781	6014.066325	5029.277841	4145.433321	8838.267670	8689.520036	7207.403104	8431.577629	3986.108910	7136.526227	5902.445057	7000.769839
hsa-let-7a-2	13000.250863	7558.825728	10514.494624	9928.197544	10720.090932	13331.608290	9578.251211	6709.257486	15787.440412	21712.011891	12744.998678	10717.131458	4820.627463	9219.281952	15548.157331	14557.582581	6074.647494	6871.156745	12895.283168	8008.314833	11622.284117	7812.679377	14890.308964	7278.582450	14053.793128	9960.825233	5482.434669	10097.886236	9619.040659	10859.500338	15317.899906	18445.486717	13736.887556	16616.015146	8418.912209	9910.344797	11672.824962	15782.451816	15547.816136	16383.111390	9224.102523	23331.720881	6649.854915	11295.870242	14129.207915	11860.593915	12537.889590	13257.964501	15252.779545	43092.104437	11779.430234	15422.664083	11655.026908	9536.757873	6967.759111	10572.742748	6880.651828	8482.512336	10892.729055	19390.912231	12805.445782	13574.896644	10633.064137	17687.876909	7188.831765	22976.978151	25055.293873	15187.506543	13585.558915	9555.280699	25481.637304	13498.947801	12239.599046	11769.561325	12325.401340	12027.292735	10052.052471	8248.355269	17662.960823	17315.249456	14352.065693	16789.323951	8054.902880	14337.312401	11727.733969	14030.664454
hsa-let-7a-3	6524.170591	3752.666883	5254.296530	4968.798489	5374.060526	6733.316083	4846.244731	3389.842052	7844.376933	10814.049874	6483.151565	5399.580944	2423.482029	4620.188735	7802.239011	7290.340563	3062.842288	3426.238083	6553.668672	4055.867741	5797.328119	4055.740021	7410.915814	3642.016227	6981.188085	4959.930577	2785.736491	5121.228957	4848.307691	5545.740595	7643.052404	9166.366354	6922.825664	8334.162200	4282.359061	4920.797287	5852.550027	7920.946234	7754.450960	8262.347222	4607.666256	11679.861178	3361.176697	5710.523618	7100.936429	5946.265556	6326.720038	6678.612951	7608.988544	21727.419464	5884.104631	7731.474435	5926.936022	4770.714384	3473.492547	5324.171609	3454.430057	4287.266673	5495.109863	9804.180102	6498.346652	6798.886557	5366.269810	9012.302752	3659.486986	11422.101342	12532.797260	7623.914833	6862.206089	4843.690677	12778.508195	6786.419660	6127.914954	5882.445481	6179.931455	5892.278752	5002.882453	4156.156911	8832.988691	8575.127581	7237.873110	8456.540650	4072.977440	7187.016186	5951.739260	7014.741860
hsa-let-7b	6348.665717	6858.629659	11610.091600	10830.358843	14340.266784	13401.237327	6825.662628	3545.554529	8404.403025	13825.495408	7374.307780	10926.535772	3241.691334	9783.722266	11371.106959	12821.012020	5351.484973	21045.321284	6236.184745	3633.761741	5016.099093	7878.551702	11235.989581	6697.046743	12061.387798	8069.923387	5540.722636	8045.428273	7310.911615	6415.931898	9837.201905	16690.266437	12107.845375	12132.883066	5558.751901	7994.423375	4292.934288	7853.835820	10673.184213	19709.448346	8624.331226	11961.905009	4295.494836	7229.109473	4204.919494	10404.037478	8600.851934	7392.895993	9885.620521	43039.137671	12077.217544	8506.498783	6713.873037	4479.042902	8019.155182	8779.261728	5654.314692	5421.005582	7413.274799	24159.204772	11028.545450	11820.271480	7995.882580	22898.388853	4537.946875	6912.983525	10426.520952	12537.465300	7649.041242	9954.762865	55075.817337	7982.191031	4275.773639	12670.941442	9677.162247	8637.958583	5281.755469	5440.498249	12511.682883	9775.306303	9235.320555	9456.119240	6599.301311	7396.779016	7306.043919	9092.243678
hsa-let-7c	1128.635157	244.142802	896.657125	676.574898	1522.779192	352.379384	998.638362	451.194702	740.951427	719.888607	353.928768	1166.563407	798.514112	861.129833	1395.659133	634.879990	89.109098	1121.933638	210.560836	123.543220	523.368816	104.350630	233.086317	127.570485	563.435195	52.434020	541.726230	537.185819	74.201908	1386.923767	1633.635013	520.515276	486.102784	723.165878	471.701831	250.692781	130.141500	119.648280	305.301235	1127.599071	305.488711	240.244530	456.436336	416.962024	83.245705	765.061059	245.852097	670.970488	106.130263	458.375903	880.846234	278.102358	199.267313	136.839942	190.043783	905.490035	96.197487	439.742484	1417.543142	534.325438	1547.551273	389.357501	181.650882	2956.423030	261.555332	296.251979	2154.483336	941.411955	791.304989	743.433130	2072.048383	828.856275	523.974571	492.600424	482.638703	287.530660	42.844688	124.470236	264.451708	337.525032	1197.471266	818.702464	303.424638	89.045928	287.192316	672.624914
hsa-let-7d	599.889541	818.152703	538.375021	351.833691	381.838885	412.128626	337.085337	200.599772	832.818171	442.018955	1078.413829	645.525900	172.275684	356.460151	311.587131	381.455961	641.256237	1066.990756	736.514922	400.111563	444.699599	998.060725	383.648666	1284.384485	728.106799	529.583602	505.009400	477.977537	821.842343	489.369849	625.255638	359.646409	560.949735	465.055987	233.683530	408.327224	720.116301	403.429457	741.207266	278.842019	630.466336	627.801162	373.695247	577.383025	479.557500	328.182231	404.710375	342.759425	494.470544	1440.143788	373.528866	581.840488	883.826523	791.284316	608.986455	519.138470	1026.347624	373.647586	250.310897	459.969471	819.368010	376.546678	622.532711	518.940308	744.504923	171.610978	382.360018	191.177901	970.675143	427.614712	933.473573	569.203063	362.665677	646.968221	537.247037	689.849608	649.938621	350.814572	434.133174	489.599707	341.818076	571.822419	650.160498	1240.675996	908.727925	423.293209
hsa-let-7e	1215.148153	1069.153449	569.025084	891.287444	942.727314	887.299758	848.779519	714.327119	661.119627	777.667528	1207.079209	1234.166375	586.218254	534.690226	545.378776	1040.754412	294.286399	770.299197	472.791209	350.975056	351.357949	274.731931	639.121805	689.728396	955.539272	579.723633	283.637512	1017.462707	434.868151	1129.534771	1111.389738	501.803943	1245.149751	710.565839	428.748197	717.457695	391.118589	373.133899	916.237733	700.502546	790.762645	358.337703	444.273236	862.539089	1351.848008	655.483435	480.924525	1469.800301	666.415354	1151.462360	620.821807	942.801326	1035.176802	530.406146	521.273940	666.793849	513.535457	756.975738	936.729328	791.545208	823.252147	888.979581	876.627695	2488.143996	503.030127	503.549645	1877.807956	865.404818	1114.430805	610.598582	1671.487422	959.318507	939.978625	724.889546	592.562274	609.217835	369.152895	341.048445	831.816255	728.612648	1329.600296	963.826467	768.528098	447.065638	1143.196875	725.167586
hsa-let-7f-1	13.633853	17.144860	12.564622	10.505249	13.729039	18.818659	12.811766	12.769661	23.668725	29.808207	24.149502	11.541970	8.187246	16.497776	19.246279	15.179043	27.164898	9.889719	18.218739	12.167135	13.579805	19.318326	12.290804	17.762979	15.740668	12.780792	7.496353	18.969644	19.787175	15.485436	19.134606	15.309273	15.406285	14.700046	14.449235	12.522362	24.640124	11.121154	26.221167	13.466451	11.693348	26.378200	18.724773	14.473245	19.916729	21.364883	16.264062	13.384494	30.667511	42.674646	17.694608	31.129153	21.953179	15.742648	16.926977	18.528405	15.550722	15.466651	14.385684	27.667337	16.646303	20.588822	18.381339	15.873866	19.826352	18.105745	28.841812	21.252301	27.107387	13.210065	13.147515	17.320808	20.935460	18.681453	22.267476	17.918172	13.771507	18.574789	19.104876	19.648586	21.744505	23.693715	15.995622	40.850967	24.004134	31.289456
hsa-let-7f-2	13950.902264	5568.650418	8142.636636	5169.504036	6447.213706	12248.594481	9740.048291	10318.969889	18735.600690	17876.757357	15484.581533	7512.998113	6794.440757	9999.004724	13992.045006	7585.781944	11143.576366	2176.836960	13705.270383	9164.192682	13155.709481	10799.577594	14141.886796	5406.808550	13092.401556	7364.685819	5726.295615	11593.901317	10622.115541	9000.496286	14562.011015	14757.166987	8714.093727	12586.675382	11812.380630	7211.652967	16077.160375	10989.617827	12726.952972	10827.273739	6276.404432	27986.864468	11320.805447	11385.471779	15449.624834	11962.242304	15939.158792	11562.456745	17692.052704	22307.041568	11284.844352	19007.323362	14604.563095	12813.996633	4283.679201	8910.561786	4477.161234	8177.185065	9329.115894	12553.837827	10628.479308	11338.493045	13512.446870	6873.552671	13118.436016	16678.802764	25632.954160	13666.064549	14033.551735	5386.281885	6405.469366	13840.120044	21839.389503	7356.559624	11249.493459	9705.769623	14673.540689	10356.306581	17124.504970	19624.362094	13936.150101	13473.050092	6542.701419	25567.197316	15300.277784	16456.089282
hsa-let-7g	528.993504	631.616630	598.723282	303.362104	359.529197	560.325563	688.632440	369.236694	422.025393	1006.945720	984.191182	346.259103	206.341497	410.551220	574.957268	522.027102	897.882208	245.045251	1021.145385	794.607526	476.854080	1083.726416	672.043601	530.265290	553.345023	534.827004	497.207073	588.633792	1482.689032	426.375697	980.037138	406.303241	499.324595	750.275053	418.371020	400.470055	952.982826	526.145642	805.173553	428.949707	724.013118	762.938710	323.922561	725.098506	674.679208	549.429916	524.610551	508.278226	681.576820	1177.318175	400.286566	1084.484750	1103.147220	708.419168	537.431508	799.237636	605.754852	538.662288	417.074169	518.330259	991.194846	402.168323	1099.366276	308.696024	1072.402278	503.024840	1034.803002	438.688319	1203.683317	384.804315	328.687878	723.183456	606.187416	477.114482	649.114594	964.781554	625.073400	970.484852	684.507604	561.195926	403.035090	878.571404	586.916271	1685.905636	1139.982035	520.900570
hsa-let-7i	302.671541	645.332518	653.931470	494.668218	731.643346	798.381595	410.073581	239.992242	331.763308	460.393877	715.379511	401.907888	214.242476	420.287613	430.306285	555.025022	435.873142	371.413878	385.580197	426.317701	231.324958	392.858743	329.656920	240.405771	449.416253	285.109984	179.759480	378.530617	295.458506	327.148631	464.985325	345.795162	356.758973	244.364394	308.425480	442.211263	554.576313	203.632169	445.592831	683.700368	739.117026	385.121721	406.663650	403.814573	230.753982	519.585156	314.879801	236.182277	380.414969	430.009815	449.701997	542.013484	675.271328	216.245167	433.561424	703.850660	639.026163	394.455239	273.659968	381.290482	720.599948	360.533150	532.247897	657.752196	690.109548	245.870775	720.633267	584.113451	376.042895	297.960366	432.114997	519.147518	209.472214	612.309210	428.207095	475.671462	283.463519	361.921146	335.843614	315.992334	430.181096	325.577027	324.834162	519.587580	561.525274	527.001030
hsa-mir-1-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.097059	0.154784	0.000000	0.000000	0.000000	0.000000	0.629788	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.201803	0.000000	0.000000	0.000000	0.000000	0.300688	0.000000	0.000000	0.000000	0.190910	0.131357	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.320082	0.000000	0.000000	0.110128	0.000000	0.249401	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.221318	0.000000	0.000000	0.000000	0.000000	0.000000	0.254184	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.058807	0.000000	0.000000	0.000000	0.000000	0.191493	0.000000	0.000000	0.000000	0.211551	0.492173	0.000000	0.000000	0.196789
hsa-mir-1-2	60.732619	26.745981	6.663057	49.946009	26.886034	7.527463	64.350008	158.575977	36.907164	41.649823	11.876804	41.221322	166.722098	30.020544	18.638502	10.559335	14.611423	25.273725	30.762789	15.442902	4.058333	7.442306	7.023317	13.725938	69.823989	16.057919	15.757640	9.772241	12.366985	163.724659	20.717168	21.384381	6.323475	45.818324	31.919673	49.107303	1.388176	11.888130	12.693049	10.377815	5.846674	3.652366	158.440383	23.643316	5.445981	34.470147	15.129360	321.809783	3.101209	7.279793	78.978374	9.842306	11.398766	22.143505	3.847040	32.367523	0.723289	153.219990	159.570430	33.719566	34.772277	3.660235	7.568787	14.016286	35.331575	6.822455	13.596854	91.134320	32.153975	73.144622	3.506004	72.779174	150.841164	34.659012	92.250971	8.959086	7.268295	12.447024	24.635235	8.074762	126.312028	11.000653	59.552930	5.966995	3.857807	50.181203
hsa-mir-100	3703.698195	1129.503355	3258.615714	4688.658515	4533.728958	1942.556044	2716.870932	1875.282819	1475.885381	1888.329475	849.587400	3353.354529	1981.714273	3056.145449	2629.244336	3609.092555	987.402896	5794.276270	795.053821	570.919424	796.837997	830.371322	612.784368	396.033688	2152.031848	554.489761	1624.413755	1948.699760	280.393270	713.983845	5457.822795	1890.330688	3549.424110	1304.867681	1769.899880	1729.068135	292.211049	336.702532	3549.043353	1491.440341	1485.055171	366.454072	1770.691314	1791.809779	367.992696	2250.691358	1421.970705	1730.257560	172.978546	258.307122	3248.255355	472.430672	1226.422761	453.422867	445.871953	3128.555567	209.392274	1095.016645	2621.846188	1047.900373	4321.935055	906.823227	969.075019	7267.866247	2032.963597	784.319900	5101.910482	2362.624758	1332.731780	3622.004251	6419.493382	2565.704260	1556.222119	3834.614078	1073.433717	1112.046527	247.887126	728.438117	715.930098	522.975388	2747.148111	2326.215064	1377.592152	220.319822	1359.877047	2801.095092
hsa-mir-101-1	4180.635169	3343.933429	5308.552853	8409.175395	5810.815565	2845.851662	6547.686122	6429.331030	2504.070820	6647.025917	4071.368509	2979.889354	3243.065417	6172.061530	5346.818965	8088.450266	7142.927701	1201.051387	4209.723371	7947.947124	2845.671601	6504.258662	5341.671181	3129.312064	7991.819696	6881.309697	7045.194746	5084.151926	6619.934455	3386.499496	9774.331055	6354.320240	7358.225674	4670.223569	8591.777597	6721.316547	4449.451133	5294.052905	7899.919984	4896.722822	5470.537879	3345.567407	4784.579494	4073.610701	5240.745023	5617.422556	4637.148781	3493.435987	4297.931080	9049.535223	6184.265609	4169.704239	8841.009382	3661.290177	8208.044853	7441.899724	3776.293829	2974.047850	6307.347698	6266.435587	5588.163813	3151.919885	4104.174618	5414.170262	7783.113947	6878.084045	10922.188088	5683.459140	5486.362029	8930.982790	1037.777193	5554.258702	6305.513518	15755.347689	3512.605954	6876.098363	5462.697769	6318.492141	3798.099668	2348.678969	3358.487247	6351.396406	9085.020912	9609.157226	4633.440802	3318.847037
hsa-mir-101-2	72.135478	14.401682	29.507825	19.536077	30.032272	53.633177	32.708828	31.421106	72.209668	53.695605	35.234519	31.328205	36.928487	86.275256	99.067690	42.897297	57.622512	3.296573	36.138810	47.732608	39.802877	45.920611	31.604924	26.846320	37.131832	15.402493	35.798909	61.795051	60.935506	52.620414	63.014719	58.564044	67.833643	29.018272	53.330811	20.870604	39.563016	61.358092	27.724292	32.492446	43.850054	49.509852	76.819580	26.736834	25.673909	36.342328	16.074945	21.282176	60.645865	31.880471	37.331308	46.693729	53.616417	26.468408	34.623361	50.438437	26.761707	19.249861	30.099277	42.581760	35.512112	46.210467	28.112637	25.330637	50.074247	101.287214	51.503235	52.063496	46.284421	54.552678	8.765010	40.203343	40.047888	46.212016	15.905340	44.795429	50.495526	50.937050	43.740111	36.874744	49.444511	44.848817	36.420800	74.816939	65.797045	70.450474
hsa-mir-103-1	33551.177519	11637.930739	19010.082919	9689.894264	12193.960424	29450.730399	8367.539294	7907.051724	26407.476749	8180.923564	22505.356439	18353.381323	7128.457487	14191.874007	28923.511032	10402.704422	13092.246233	16612.529614	29520.629138	14849.988582	15852.003224	12429.442586	13753.848558	25150.359579	8200.484449	15038.404643	9858.927820	19464.578933	17041.929699	33600.690139	14248.376112	17693.145310	16280.764138	13840.379269	13770.120559	11140.482735	20602.961188	17371.242919	13980.558591	15280.962676	15450.810227	30210.343826	17432.763263	15657.399076	19102.166287	10845.321437	8534.660985	8400.972828	27625.914254	15919.902200	24394.822817	14858.905971	29072.763177	18160.615147	15975.603610	13370.303221	20941.397287	7967.328202	7876.161838	15480.523276	16633.170606	22673.783384	12147.632429	25727.652088	10017.391269	16115.425439	13095.830628	13780.492875	18980.361419	11713.903251	12053.641862	14160.475537	12674.597913	21068.254656	10999.779623	13110.222233	20485.499177	8650.681369	24199.090910	26655.326113	21431.494769	25651.407914	14504.829693	18536.700004	24384.127867	24059.230350
