ID	5664	6533	4948	6807	6293	6715	4751	5660	6605	5914	6651	6310	5863	6649	6320	6321	6137	6781	6537	6539	6299	3712	6654	6460	6298	6459	6461	5539	6309	6704	5348	A0XF	6899	6172	6922	5344	6386	3697	4952	A1HA	4950	5667	6680	5541	6926	6307	6162	6317	6888	6196	6538	6167	5538	6781	6608	6535	6931	6311	A1DA	6322
hsa-let-7a-1	6194.014686	3499.076638	3271.913833	6658.979011	4453.367143	9145.940052	9014.823282	7386.172784	6819.621650	6422.167596	4301.626563	1815.847959	6924.439949	7097.493992	4295.238011	3801.774359	5251.879402	9222.940963	3568.430878	6277.553170	7088.891575	5504.544698	4232.935241	6494.308329	2575.567058	3498.795753	6513.492921	8354.558353	7050.422780	5685.495819	4267.243163	6808.925825	7170.231874	7886.352362	6737.725453	5227.543713	6585.452648	6122.995761	8047.913275	6182.303687	4896.166869	4836.833179	6016.165349	8310.792019	4566.449780	4785.621163	9790.573710	5636.723849	4482.693893	5866.877794	4438.538451	4379.772022	6182.457031	4156.631254	5136.032755	6353.192856	7247.088214	4454.207090	8319.476333	4549.690617
hsa-let-7a-2	12538.513502	7011.205037	6571.995351	13278.010386	8775.229043	18558.805982	18103.622811	14693.230607	13640.174408	12814.501298	8554.938310	3523.680361	13834.365007	14210.044507	8614.749692	7686.188829	10516.312625	18569.449505	7172.919181	12646.498443	14175.747642	11035.858942	8515.114785	13003.203394	5050.481703	6948.375440	12987.520901	16723.757604	14180.858949	11305.676554	8526.838234	13444.335328	14245.896495	15548.131837	13492.327703	10310.538880	12919.485035	12249.915083	16275.394594	12301.618774	9755.965775	9597.179089	12027.818189	16477.675173	9055.947035	9633.981933	19721.784989	11354.638742	8895.941957	11598.608879	8936.562725	8799.231463	12480.201191	8266.218582	10368.564261	12745.676350	14422.892762	8879.829857	16806.321196	8936.045497
hsa-let-7a-3	6402.715305	3554.496422	3288.089336	6722.472608	4431.696979	9269.888292	9098.455376	7418.572245	6882.564555	6520.675732	4346.189515	1810.787456	6875.033496	7166.904560	4350.514686	3827.784593	5272.960347	9263.568804	3628.317557	6284.678656	7203.506335	5566.704492	4251.955161	6575.865613	2590.066048	3495.965436	6437.407360	8439.578301	7169.327138	5723.199161	4301.953735	6868.157575	7066.792179	7858.837125	6767.894596	5179.192098	6582.287917	6096.091349	8053.564018	6217.577303	4894.868013	4876.965905	6078.790172	8165.340487	4603.350990	4765.208276	9921.133017	5766.878790	4452.784056	5880.230613	4478.112701	4451.141965	6211.094058	4195.667705	5153.277117	6411.353340	7290.974600	4404.734224	8489.482896	4469.998584
hsa-let-7b	37657.280631	4543.819881	5711.904808	8823.899352	4453.663994	11322.491720	7624.537064	11015.967208	11439.034955	9693.200631	7897.443342	3260.534222	10593.078407	13979.980848	9975.276906	7849.493591	9573.946983	17515.862225	6645.853694	7316.634912	11342.007312	10201.919513	9332.625562	5446.999050	3944.986207	4780.772043	8619.000840	18456.520645	10574.837224	10476.062863	8830.604762	11160.824193	12906.806895	11747.792105	8267.838663	5680.681884	7705.063991	8341.488733	12522.045745	3244.624936	7251.771769	5249.998762	5200.281669	10091.251002	8638.033327	5926.341299	17829.591244	11849.441179	8913.131519	9105.947871	6660.421070	6182.221199	5934.146292	24931.029349	9401.660719	6737.569036	10414.772005	9157.702458	6768.606119	3512.706269
hsa-let-7c	5112.066740	246.979471	413.869769	1409.336477	67.682156	211.380609	467.685618	447.112553	714.346103	374.330919	1463.150267	490.519759	487.365346	751.320457	347.762388	272.942837	139.039495	453.010955	296.925054	69.396038	780.695618	270.644652	747.932448	604.477999	275.270690	723.932153	781.476935	906.708202	201.786753	1241.547233	1660.812608	1000.762200	1045.216996	669.267666	874.009030	413.393650	383.635671	174.878678	169.522280	129.592198	210.154870	862.349869	514.866297	706.101075	357.761735	105.666707	1081.809836	427.499335	62.226213	1315.859574	194.635623	1769.081412	502.348883	406.379457	117.052636	938.580977	153.475510	385.063812	213.973777	178.154504
hsa-let-7d	2900.938604	709.814984	357.534396	406.318770	405.499235	801.291942	488.554707	399.794271	444.697209	677.735979	200.227011	377.967200	598.739214	543.088755	293.927713	425.053321	656.351689	658.886751	324.516823	603.807488	676.414976	394.964240	260.607496	654.017857	850.817575	328.945713	678.014793	286.139642	813.522581	362.036182	275.723524	575.783481	550.524232	545.449101	478.225720	270.870304	521.477268	299.872092	846.355679	866.065861	310.686310	340.036702	501.989136	464.342998	535.967580	634.900813	566.444151	402.928362	590.633339	541.935606	595.604919	247.983167	310.942688	1407.063846	572.199267	431.680042	563.420013	425.741502	1224.926597	630.291535
hsa-let-7e	1512.530275	489.541423	553.034873	1373.514416	338.707633	1584.583102	811.714100	442.139612	1083.623560	549.393950	849.911977	548.453790	775.150955	1075.487380	259.800374	298.623828	440.804942	2548.818140	364.023218	686.834890	722.761928	652.224118	776.981054	801.628283	468.380433	634.567519	1007.600379	724.595988	990.763395	773.128758	714.410241	1222.972107	872.961773	532.905390	1389.572797	659.455272	714.877469	227.005976	328.370935	1006.393507	474.342143	716.427946	526.422723	432.828499	744.474419	643.005930	1190.380207	803.720117	517.062015	760.706027	848.730787	978.956315	442.303503	1264.430662	628.635360	469.419734	655.251640	585.428922	473.966573	379.031116
hsa-let-7f-1	8.787394	12.248575	18.406607	14.288575	22.263867	20.058014	25.385533	29.234862	18.994604	24.204856	6.661472	11.168006	12.002698	16.562174	13.218335	15.474443	16.106790	17.682584	14.422970	18.278421	24.739251	17.241403	9.267889	17.797652	13.868600	10.797135	18.132540	12.586035	17.851593	19.061913	11.374086	24.528485	13.849666	16.994705	15.681980	18.479937	13.362196	16.254749	17.580088	23.880895	14.287414	18.387170	17.719853	29.531069	11.100364	23.414782	24.508501	26.885631	14.439232	26.570760	11.698049	17.526503	17.366971	16.014954	20.902256	23.522685	11.161855	13.742463	28.432132	14.489461
hsa-let-7f-2	3669.835621	10173.747046	7888.625526	11871.994494	10474.407388	27016.087556	24089.936427	16640.965606	11296.389200	12959.167533	6910.243782	3915.433067	8866.643889	10793.569058	8487.613338	9721.571966	10314.267158	12977.542908	10190.455317	14361.262140	14835.721976	12653.147894	7460.027907	16426.132311	8115.232093	7496.513469	12516.430393	10826.815137	13483.371720	9220.499517	7086.643666	13629.298276	9238.160158	13383.734773	10864.027823	14989.000640	14636.878816	13310.397322	15955.813704	15297.794764	9215.122215	12042.336836	19376.824677	19413.151551	5662.535731	15739.236180	11139.228445	13812.804433	8133.069210	11000.834214	9062.005633	8998.342650	12934.329015	2808.372318	12729.474115	14866.078376	10304.675524	8922.156643	25836.893945	14095.610681
