ID	6529	6679	6627	6164	6675	6321	6924	4323	5796	6570	5656	5661	A0XF	6677	6386	6606	5868	5659	6717	5861	6534	6530	6625	3489	5656	A1D9	6719	5864	6648	A1D4	5538	5661	6599
hsa-let-7a-1	5258.484737	4761.900602	3383.108957	4667.788876	9579.854864	3801.774359	7001.368429	5465.743436	7834.277928	7712.697508	4512.971518	4515.581142	6808.925825	5938.446449	6585.452648	10736.545162	9338.859595	5096.666683	5502.634683	9794.021002	8914.526495	6710.346704	3695.072745	12556.282735	3239.665893	6775.693152	6100.687095	7419.880423	7999.646509	4145.433321	6182.457031	8838.267670	7283.037443
hsa-let-7a-2	10514.494624	9578.251211	6709.257486	9219.281952	19234.116697	7686.188829	14053.793128	11109.737714	15782.451816	15547.816136	9177.488466	9224.102523	13444.335328	11860.593915	12919.485035	21373.508210	18693.993752	10126.724315	10892.729055	19390.912231	17687.876909	13456.425251	7188.831765	25055.293873	6566.779363	13585.558915	12239.599046	14956.768683	15806.080752	8248.355269	12480.201191	17662.960823	14640.883978
hsa-let-7a-3	5254.296530	4846.244731	3389.842052	4620.188735	9609.007481	3827.784593	6981.188085	5552.252049	7920.946234	7754.450960	4544.821744	4607.666256	6868.157575	5946.265556	6582.287917	10779.564635	9374.631405	5136.536616	5495.109863	9804.180102	9012.302752	6764.061239	3659.486986	12532.797260	3293.448206	6862.206089	6127.914954	7437.182334	7994.157525	4156.156911	6211.094058	8832.988691	7283.037443
hsa-let-7b	11610.091600	6825.662628	3545.554529	9783.722266	11497.147874	7849.493591	12061.387798	10505.716726	7853.835820	10673.184213	12493.507948	8624.331226	11160.824193	10404.037478	7705.063991	17368.713929	11064.446623	7597.729085	7413.274799	24159.204772	22898.388853	17305.422015	4537.946875	10426.520952	18372.612897	7649.041242	4275.773639	6832.201964	9487.984749	5440.498249	5934.146292	12511.682883	13718.400446
hsa-let-7c	896.657125	998.638362	451.194702	861.129833	232.542964	272.942837	563.435195	837.994459	119.648280	305.301235	707.896955	305.488711	1000.762200	765.061059	383.635671	218.682322	1494.842736	971.441668	1417.543142	534.325438	2956.423030	177.725049	261.555332	2154.483336	803.039727	791.304989	523.974571	462.459546	81.511425	124.470236	502.348883	264.451708	547.304606
hsa-let-7d	538.375021	337.085337	200.599772	356.460151	684.578012	425.053321	728.106799	325.715701	403.429457	741.207266	1518.022861	630.466336	575.783481	328.182231	521.477268	547.303296	378.987832	339.491288	250.310897	459.969471	518.940308	583.620103	744.504923	382.360018	2100.794623	970.675143	362.665677	634.598895	595.829305	350.814572	310.942688	434.133174	504.556554
hsa-let-7e	569.025084	848.779519	714.327119	534.690226	464.746944	298.623828	955.539272	1172.945955	373.133899	916.237733	1099.346505	790.762645	1222.972107	655.483435	714.877469	496.715583	1163.872920	487.511400	936.729328	791.545208	2488.143996	260.165184	503.030127	1877.807956	1066.614116	1114.430805	939.978625	414.072846	574.422264	341.048445	442.303503	831.816255	294.216707
hsa-let-7f-1	12.564622	12.811766	12.769661	16.497776	19.152591	15.474443	15.740668	12.622253	11.121154	26.221167	21.062246	11.693348	24.528485	21.364883	13.362196	23.103050	26.909425	17.905659	14.385684	27.667337	15.873866	21.018731	19.826352	28.841812	13.958768	27.107387	20.935460	33.137558	18.662548	18.574789	17.366971	19.104876	13.115880
hsa-let-7f-2	8142.636636	9740.048291	10318.969889	9999.004724	17806.485949	9721.571966	13092.401556	8509.707513	10989.617827	12726.952972	5619.510010	6276.404432	13629.298276	11962.242304	14636.878816	17701.716517	17942.141191	10285.249080	9329.115894	12553.837827	6873.552671	9982.729609	13118.436016	25632.954160	1682.031576	14033.551735	21839.389503	25896.854806	13878.898174	10356.306581	12934.329015	17124.504970	9617.825938
hsa-let-7g	598.723282	688.632440	369.236694	410.551220	639.154167	492.877476	553.345023	578.314692	526.145642	805.173553	445.389449	724.013118	1135.941408	549.429916	772.897529	1048.400492	711.085587	424.244739	417.074169	518.330259	308.696024	986.479117	1072.402278	1034.803002	351.432519	1203.683317	606.187416	807.911255	843.656970	970.484852	376.161208	684.507604	872.934654
